id,question,correctAnswer,answerA,answerB,answerC,answerD
197845,"The mathematical framework for this theory was laid when Henri Poincare proved that Lorentz transformations are a subset of his namesake group, preserving the symmetries of the flat space-time of the four-dimensional Minkowski space, not curved by any gravitational forces.",C,Hamiltonian (quantum mechanics),Group (mathematics),Special relativity,Georg Wilhelm Friedrich Hegel
197854,This man's ice pail experiment demonstrated that charge in an electrically conducting body rests entirely on the surface.,A,Michael Faraday,Compton scattering,Davisson-Germer experiment,Raman scattering
197860,One variety of this technique utilizes a short-path apparatus called a Kugelrohr (KOO-gehl-roar).,C,Madame Bovary,Citric acid cycle,Distillation,William Golding
197872,This element was first observed by Jules Janssen during the solar eclipse of 1868.,A,Helium,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
197880,"One constant associated with the ""skin"" form of this phenomenon is calculated using the local wall shear stress, fluid density, and free-stream velocity, while the ""stick-slip"" model of this phenomenon is velocity-dependent.",D,Diffraction,Angular momentum,Thermoelectric effect#Seebeck effect,Friction
197883,"Irregularly shaped compartments of this organelle which change in response to cellular metabolic activity are called paraspeckles, and promyelocytic leukemia bodies are often found in this organelle.",C,Hamiltonian (quantum mechanics),Group (mathematics),Cell nucleus,Georg Wilhelm Friedrich Hegel
197889,"This man noted that the Platonic solids could be uniquely inscribed in a sphere, and nested them in his model of the Solar System.",D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Johannes Kepler
197895,"Swi5 and tramtrack are variants of a structural domain named for this element, and an amalgam of this element and hydrochloric acid is used to reduce ketones in the Clemmensen reduction.",A,Zinc,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics)
197899,"For two identical particles, this quantity-squared equals four pi times the permittivity of free space times the distance between the particles squared times force.",A,Electric charge,Group (mathematics),Hamiltonian (quantum mechanics),Don Giovanni
197903,"Councilman bodies are cells of this organ which undergo apoptosis, and this organ is surrounded by Glisson's capsule.",C,Georg Wilhelm Friedrich Hegel,Group (mathematics),Liver,Hamiltonian (quantum mechanics)
197910,"The intensity of these phenomena can be calculated by adding one half to the log base two of H sub a v, and is ranked on a scale named after Soloviev and Imamura.",C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Tsunami,Hamiltonian (quantum mechanics)
197915,"This color indicates the reactivity of a chemical on the NFPA 704 label, and at 1% efficiency, DPSS lasers of this color are the most expensive per unit of power.",C,Group (mathematics),Don Giovanni,Yellow,Hamiltonian (quantum mechanics)
197918,The Mobius function takes this value for square-free inputs with an even number of prime factors.,D,Arrow's impossibility theorem,Group (mathematics),Prime number,1 (number)
197920,"The time constant is equal to inductance divided by this value, and one formula for this quantity gives it as rho (""row"") times length divided by cross-sectional area.",A,Electrical resistance,Entropy,Vapor pressure,Viscosity
197929,Eurypterids were early aquatic members of this phylum that lived in the Ordovician and Silurian periods.,D,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics),Arthropod
197930,"John Lennon sings the lyrics ""So sgt.",C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Sleep,Group (mathematics)
197939,"It's not a sphere, but a non-intersecting graph cannot be drawn on one of these objects if and only if it has subgraphs homeomorphic to either K-sub 3 comma 3 or K-sub 5, a result known as Kuratowski's Theorem.",B,Georg Wilhelm Friedrich Hegel,Plane (geometry),Hamiltonian (quantum mechanics),Group (mathematics)
197941,"For a wire suspended in a magnetic field, the magnitude of this quantity is equal to the magnitude of the current times the length times the field strength, and when a charge is in an electric field, this quantity is the product of the charge and the field strength.",D,Hamiltonian (quantum mechanics),Group (mathematics),G. E. Moore,Force
197943,"This element is bonded to sodium and aluminum in cryolite, and it can be found naturally in minerals such as topaz and apatite.",D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Fluorine
197954,"The ""obicular"" type of this rock has concentrically layered, spheroidal structures and is mostly found in Finland.",C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Granite,Hamiltonian (quantum mechanics)
197958,"This man found that tetratomic oxygen is formed in solutions of oxygen in liquid nitrogen, and collaborated with Merle Randall in a work titled ""Thermodynamics and the Free Energy of Chemical Substances."" His photochemical experiments led him to coin the term ""photons,"" and he was the first person to produce a pure sample of (*) deuterium oxide.",D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Gilbert N. Lewis
197964,"The Moessbauer spectra of tin salts has shown a strong correlation to this property, and this property can explain the inductive effect observed in sigma bonds.",B,Thermoelectric effect#Seebeck effect,Electronegativity,Piezoelectricity,Turbulence
197967,"The complete graph on this many vertices is the smallest which cannot be drawn without edge crossings, and the cosine of pi divided by this number is equal to one-half the golden ratio.",B,Group (mathematics),5 (number),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
197973,"A tarn is one of these features that forms in a cirque, while paternoster ones are linked in succession.",C,Hamiltonian (quantum mechanics),Don Giovanni,Lake,Group (mathematics)
197975,"This quantity is relatively inelastic below the kink in the curve depicting it for an oligopoly, and the Markovian type of it is often used to model inventory control.",A,Demand,Johann Wolfgang von Goethe,Hamiltonian (quantum mechanics),Group (mathematics)
197980,"Along with an Italian, this man names a constant with value equal to the difference between the harmonic series and natural logarithm; that value is about 0.577 and is named for him and Lorenzo Mascheroni.",D,Augustin-Louis Cauchy,Treaty of Waitangi,Spin (physics),Leonhard Euler
197984,"The electron dipole moment of this particle is at most three times ten to the negative 26th, and would violate CPT-symmetry if it is non-zero.",A,Neutron,Gluon,Phonon,Paramagnetism
197989,"This structure does not function correctly in those with Stargardt disease, and certain cells in the capillaries of this structure can cause Scheerer's phenomenon.",C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Retina,Hamiltonian (quantum mechanics)
197992,"Garnierite is a common rock containing this element, and a technique for extracting it involves reacting this element's oxide with a mixture of carbon monoxide and hydrogen gas to form its tetracarbonyl.",A,Nickel,Bose-Einstein condensate,Boron,Titanium
198011,"Blas Cabrera may have detected one of these particles in February of 1982, but those results were never duplicated, and ""spin ice"" is very similar to one.",B,Group (mathematics),Magnetic monopole,Don Giovanni,Hamiltonian (quantum mechanics)
198016,"This process can be terminated through a palindromic G-C rich hairpin loop or by a protein factor designated ""Rho."" In bacteria, this process can be initiated by a sigma factor, while in eukaryotes, it generally begins after TFIID binds to the TATA box.",D,Adenosine triphosphate,Infrared spectroscopy,Citric acid cycle,Transcription (genetics)
198020,Bertrand's Postulate claims that there is always a prime between a positive integer and this number times that integer.,D,Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni,2 (number)
198022,"This man was the first to formulate the concept of a ""half-life"" and also coined the terms ""alpha"", ""beta"", and ""gamma"" rays to describe the types of radiation given off by thorium and radium.",B,Group (mathematics),Ernest Rutherford,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
198025,"Johann Lowitz  first obtained the ""pure"" type of this compound by filtering its distilled form through activated charcoal.",A,Ethanol,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
198037,"Combining one of these compounds with a reducing sugar can be used to produce different flavors in the Maillard reaction, while reacting an aldehyde with potassium cyanide and ammonia is involved in the Strecker synthesis of these molecules.",C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Amino acid,Group (mathematics)
198052,"This process follows the Langevin equation, which can be evaluated using the Fokker-Planck equation.",B,Arrhenius equation,Brownian motion,Bessel function,Pauli exclusion principle
198054,The kernel of a linear transformation T is the set of all vectors v such that T sends v to this value.,D,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics),0 (number)
198060,"The Morrison formation is composed of sedimentary rock from this period, which is named for a mountain range on the Swiss-French border.",A,Jurassic,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
198061,"Protrusions of this substance in the spine are called Schmorl's nodes, and Tietze syndrome occurs when this is inflammed.",C,Group (mathematics),Hamiltonian (quantum mechanics),Cartilage,Georg Wilhelm Friedrich Hegel
198068,One theorem states that this quantity with respect to a line normal to a given plane is equal to the sum of it with respect to two perpendicular lines on that plane.,B,Thermoelectric effect#Seebeck effect,Moment of inertia,Angular momentum,Pauli exclusion principle
